energy	full_index	sector	variable	basis_element	component_index	conventional_bv_ghost_number	antifield_number	local_tangent_degree	compact_degree	tensor_type	primary_weight	polynomial_level	classification	coordinate_brst_rule	tangent_differential	q_gf_image_nnz	canonical_shift_nnz	elimination	equality_certificate
3	143	minimal	Weyl ghost omega	Omega[P2^3]	143	1	0	-1	3	(0,0) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	tau	2	0	retained by p_gf	exact
3	144	minimal	Weyl ghost omega	Omega[P1*P3^2]	144	1	0	-1	3	(0,0) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	tau	2	0	retained by p_gf	exact
3	145	minimal	Weyl ghost omega	Omega[P1*P2*P3]	145	1	0	-1	3	(0,0) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	tau	2	0	retained by p_gf	exact
3	146	minimal	Weyl ghost omega	Omega[P1*P2^2]	146	1	0	-1	3	(0,0) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	tau	2	0	retained by p_gf	exact
3	147	minimal	Weyl ghost omega	Omega[P1^2*P3]	147	1	0	-1	3	(0,0) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	tau	2	0	retained by p_gf	exact
3	148	minimal	Weyl ghost omega	Omega[P1^2*P2]	148	1	0	-1	3	(0,0) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	tau	2	0	retained by p_gf	exact
3	149	minimal	Weyl ghost omega	Omega[P1^3]	149	1	0	-1	3	(0,0) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	tau	2	0	retained by p_gf	exact
3	150	minimal	Weyl ghost omega	Omega[P0*P3^2]	150	1	0	-1	3	(0,0) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	tau	2	0	retained by p_gf	exact
3	151	minimal	Weyl ghost omega	Omega[P0*P2*P3]	151	1	0	-1	3	(0,0) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	tau	2	0	retained by p_gf	exact
3	152	minimal	Weyl ghost omega	Omega[P0*P2^2]	152	1	0	-1	3	(0,0) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	tau	2	0	retained by p_gf	exact
3	153	minimal	Weyl ghost omega	Omega[P0*P1*P3]	153	1	0	-1	3	(0,0) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	tau	2	0	retained by p_gf	exact
3	154	minimal	Weyl ghost omega	Omega[P0*P1*P2]	154	1	0	-1	3	(0,0) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	tau	2	0	retained by p_gf	exact
3	155	minimal	Weyl ghost omega	Omega[P0*P1^2]	155	1	0	-1	3	(0,0) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	tau	2	0	retained by p_gf	exact
3	156	minimal	Weyl ghost omega	Omega[P0^2*P3]	156	1	0	-1	3	(0,0) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	tau	2	0	retained by p_gf	exact
3	157	minimal	Weyl ghost omega	Omega[P0^2*P2]	157	1	0	-1	3	(0,0) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	tau	2	0	retained by p_gf	exact
3	158	minimal	Weyl ghost omega	Omega[P0^2*P1]	158	1	0	-1	3	(0,0) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	tau	2	0	retained by p_gf	exact
3	159	minimal	Weyl ghost omega	Omega[P0^3]	159	1	0	-1	3	(0,0) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	tau	2	0	retained by p_gf	exact
3	160	minimal	trace-free metric fluctuation	h_0_(01)[P3^3]	160	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	0	0	retained by p_gf	exact
3	161	minimal	trace-free metric fluctuation	h_0_(01)[P2*P3^2]	161	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	0	0	retained by p_gf	exact
3	162	minimal	trace-free metric fluctuation	h_0_(01)[P2^2*P3]	162	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	0	0	retained by p_gf	exact
3	163	minimal	trace-free metric fluctuation	h_0_(01)[P2^3]	163	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	0	0	retained by p_gf	exact
3	164	minimal	trace-free metric fluctuation	h_0_(01)[P1*P3^2]	164	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	1	1	retained by p_gf	exact
3	165	minimal	trace-free metric fluctuation	h_0_(01)[P1*P2*P3]	165	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	1	1	retained by p_gf	exact
3	166	minimal	trace-free metric fluctuation	h_0_(01)[P1*P2^2]	166	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	1	1	retained by p_gf	exact
3	167	minimal	trace-free metric fluctuation	h_0_(01)[P1^2*P3]	167	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	1	1	retained by p_gf	exact
3	168	minimal	trace-free metric fluctuation	h_0_(01)[P1^2*P2]	168	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	1	1	retained by p_gf	exact
3	169	minimal	trace-free metric fluctuation	h_0_(01)[P1^3]	169	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	1	1	retained by p_gf	exact
3	170	minimal	trace-free metric fluctuation	h_0_(01)[P0*P3^2]	170	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	1	1	retained by p_gf	exact
3	171	minimal	trace-free metric fluctuation	h_0_(01)[P0*P2*P3]	171	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	1	1	retained by p_gf	exact
3	172	minimal	trace-free metric fluctuation	h_0_(01)[P0*P2^2]	172	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	1	1	retained by p_gf	exact
3	173	minimal	trace-free metric fluctuation	h_0_(01)[P0*P1*P3]	173	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	2	2	retained by p_gf	exact
3	174	minimal	trace-free metric fluctuation	h_0_(01)[P0*P1*P2]	174	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	2	2	retained by p_gf	exact
3	175	minimal	trace-free metric fluctuation	h_0_(01)[P0*P1^2]	175	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	2	2	retained by p_gf	exact
3	176	minimal	trace-free metric fluctuation	h_0_(01)[P0^2*P3]	176	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	1	1	retained by p_gf	exact
3	177	minimal	trace-free metric fluctuation	h_0_(01)[P0^2*P2]	177	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	1	1	retained by p_gf	exact
3	178	minimal	trace-free metric fluctuation	h_0_(01)[P0^2*P1]	178	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	2	2	retained by p_gf	exact
3	179	minimal	trace-free metric fluctuation	h_0_(01)[P0^3]	179	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	1	1	retained by p_gf	exact
3	180	minimal	trace-free metric fluctuation	h_0_(02)[P3^3]	180	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	0	0	retained by p_gf	exact
3	181	minimal	trace-free metric fluctuation	h_0_(02)[P2*P3^2]	181	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	1	1	retained by p_gf	exact
3	182	minimal	trace-free metric fluctuation	h_0_(02)[P2^2*P3]	182	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	1	1	retained by p_gf	exact
3	183	minimal	trace-free metric fluctuation	h_0_(02)[P2^3]	183	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	1	1	retained by p_gf	exact
3	184	minimal	trace-free metric fluctuation	h_0_(02)[P1*P3^2]	184	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	0	0	retained by p_gf	exact
3	185	minimal	trace-free metric fluctuation	h_0_(02)[P1*P2*P3]	185	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	1	1	retained by p_gf	exact
3	186	minimal	trace-free metric fluctuation	h_0_(02)[P1*P2^2]	186	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	1	1	retained by p_gf	exact
3	187	minimal	trace-free metric fluctuation	h_0_(02)[P1^2*P3]	187	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	0	0	retained by p_gf	exact
3	188	minimal	trace-free metric fluctuation	h_0_(02)[P1^2*P2]	188	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	1	1	retained by p_gf	exact
3	189	minimal	trace-free metric fluctuation	h_0_(02)[P1^3]	189	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	0	0	retained by p_gf	exact
3	190	minimal	trace-free metric fluctuation	h_0_(02)[P0*P3^2]	190	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	1	1	retained by p_gf	exact
3	191	minimal	trace-free metric fluctuation	h_0_(02)[P0*P2*P3]	191	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	2	2	retained by p_gf	exact
3	192	minimal	trace-free metric fluctuation	h_0_(02)[P0*P2^2]	192	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	2	2	retained by p_gf	exact
3	193	minimal	trace-free metric fluctuation	h_0_(02)[P0*P1*P3]	193	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	1	1	retained by p_gf	exact
3	194	minimal	trace-free metric fluctuation	h_0_(02)[P0*P1*P2]	194	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	2	2	retained by p_gf	exact
3	195	minimal	trace-free metric fluctuation	h_0_(02)[P0*P1^2]	195	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	1	1	retained by p_gf	exact
3	196	minimal	trace-free metric fluctuation	h_0_(02)[P0^2*P3]	196	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	1	1	retained by p_gf	exact
3	197	minimal	trace-free metric fluctuation	h_0_(02)[P0^2*P2]	197	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	2	2	retained by p_gf	exact
3	198	minimal	trace-free metric fluctuation	h_0_(02)[P0^2*P1]	198	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	1	1	retained by p_gf	exact
3	199	minimal	trace-free metric fluctuation	h_0_(02)[P0^3]	199	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	1	1	retained by p_gf	exact
3	200	minimal	trace-free metric fluctuation	h_0_(03)[P3^3]	200	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	1	1	retained by p_gf	exact
3	201	minimal	trace-free metric fluctuation	h_0_(03)[P2*P3^2]	201	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	1	1	retained by p_gf	exact
3	202	minimal	trace-free metric fluctuation	h_0_(03)[P2^2*P3]	202	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	1	1	retained by p_gf	exact
3	203	minimal	trace-free metric fluctuation	h_0_(03)[P2^3]	203	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	0	0	retained by p_gf	exact
3	204	minimal	trace-free metric fluctuation	h_0_(03)[P1*P3^2]	204	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	1	1	retained by p_gf	exact
3	205	minimal	trace-free metric fluctuation	h_0_(03)[P1*P2*P3]	205	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	1	1	retained by p_gf	exact
3	206	minimal	trace-free metric fluctuation	h_0_(03)[P1*P2^2]	206	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	0	0	retained by p_gf	exact
3	207	minimal	trace-free metric fluctuation	h_0_(03)[P1^2*P3]	207	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	1	1	retained by p_gf	exact
3	208	minimal	trace-free metric fluctuation	h_0_(03)[P1^2*P2]	208	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	0	0	retained by p_gf	exact
3	209	minimal	trace-free metric fluctuation	h_0_(03)[P1^3]	209	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	0	0	retained by p_gf	exact
3	210	minimal	trace-free metric fluctuation	h_0_(03)[P0*P3^2]	210	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	2	2	retained by p_gf	exact
3	211	minimal	trace-free metric fluctuation	h_0_(03)[P0*P2*P3]	211	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	2	2	retained by p_gf	exact
3	212	minimal	trace-free metric fluctuation	h_0_(03)[P0*P2^2]	212	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	1	1	retained by p_gf	exact
3	213	minimal	trace-free metric fluctuation	h_0_(03)[P0*P1*P3]	213	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	2	2	retained by p_gf	exact
3	214	minimal	trace-free metric fluctuation	h_0_(03)[P0*P1*P2]	214	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	1	1	retained by p_gf	exact
3	215	minimal	trace-free metric fluctuation	h_0_(03)[P0*P1^2]	215	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	1	1	retained by p_gf	exact
3	216	minimal	trace-free metric fluctuation	h_0_(03)[P0^2*P3]	216	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	2	2	retained by p_gf	exact
3	217	minimal	trace-free metric fluctuation	h_0_(03)[P0^2*P2]	217	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	1	1	retained by p_gf	exact
3	218	minimal	trace-free metric fluctuation	h_0_(03)[P0^2*P1]	218	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	1	1	retained by p_gf	exact
3	219	minimal	trace-free metric fluctuation	h_0_(03)[P0^3]	219	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	1	1	retained by p_gf	exact
3	220	minimal	trace-free metric fluctuation	h_0_(12)[P3^3]	220	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	0	0	retained by p_gf	exact
3	221	minimal	trace-free metric fluctuation	h_0_(12)[P2*P3^2]	221	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	1	1	retained by p_gf	exact
3	222	minimal	trace-free metric fluctuation	h_0_(12)[P2^2*P3]	222	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	1	1	retained by p_gf	exact
3	223	minimal	trace-free metric fluctuation	h_0_(12)[P2^3]	223	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	1	1	retained by p_gf	exact
3	224	minimal	trace-free metric fluctuation	h_0_(12)[P1*P3^2]	224	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	1	1	retained by p_gf	exact
3	225	minimal	trace-free metric fluctuation	h_0_(12)[P1*P2*P3]	225	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	2	2	retained by p_gf	exact
3	226	minimal	trace-free metric fluctuation	h_0_(12)[P1*P2^2]	226	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	2	2	retained by p_gf	exact
3	227	minimal	trace-free metric fluctuation	h_0_(12)[P1^2*P3]	227	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	1	1	retained by p_gf	exact
3	228	minimal	trace-free metric fluctuation	h_0_(12)[P1^2*P2]	228	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	2	2	retained by p_gf	exact
3	229	minimal	trace-free metric fluctuation	h_0_(12)[P1^3]	229	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	1	1	retained by p_gf	exact
3	230	minimal	trace-free metric fluctuation	h_0_(12)[P0*P3^2]	230	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	0	0	retained by p_gf	exact
3	231	minimal	trace-free metric fluctuation	h_0_(12)[P0*P2*P3]	231	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	1	1	retained by p_gf	exact
3	232	minimal	trace-free metric fluctuation	h_0_(12)[P0*P2^2]	232	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	1	1	retained by p_gf	exact
3	233	minimal	trace-free metric fluctuation	h_0_(12)[P0*P1*P3]	233	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	1	1	retained by p_gf	exact
3	234	minimal	trace-free metric fluctuation	h_0_(12)[P0*P1*P2]	234	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	2	2	retained by p_gf	exact
3	235	minimal	trace-free metric fluctuation	h_0_(12)[P0*P1^2]	235	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	1	1	retained by p_gf	exact
3	236	minimal	trace-free metric fluctuation	h_0_(12)[P0^2*P3]	236	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	0	0	retained by p_gf	exact
3	237	minimal	trace-free metric fluctuation	h_0_(12)[P0^2*P2]	237	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	1	1	retained by p_gf	exact
3	238	minimal	trace-free metric fluctuation	h_0_(12)[P0^2*P1]	238	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	1	1	retained by p_gf	exact
3	239	minimal	trace-free metric fluctuation	h_0_(12)[P0^3]	239	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	0	0	retained by p_gf	exact
3	240	minimal	trace-free metric fluctuation	h_0_(13)[P3^3]	240	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	1	1	retained by p_gf	exact
3	241	minimal	trace-free metric fluctuation	h_0_(13)[P2*P3^2]	241	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	1	1	retained by p_gf	exact
3	242	minimal	trace-free metric fluctuation	h_0_(13)[P2^2*P3]	242	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	1	1	retained by p_gf	exact
3	243	minimal	trace-free metric fluctuation	h_0_(13)[P2^3]	243	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	0	0	retained by p_gf	exact
3	244	minimal	trace-free metric fluctuation	h_0_(13)[P1*P3^2]	244	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	2	2	retained by p_gf	exact
3	245	minimal	trace-free metric fluctuation	h_0_(13)[P1*P2*P3]	245	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	2	2	retained by p_gf	exact
3	246	minimal	trace-free metric fluctuation	h_0_(13)[P1*P2^2]	246	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	1	1	retained by p_gf	exact
3	247	minimal	trace-free metric fluctuation	h_0_(13)[P1^2*P3]	247	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	2	2	retained by p_gf	exact
3	248	minimal	trace-free metric fluctuation	h_0_(13)[P1^2*P2]	248	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	1	1	retained by p_gf	exact
3	249	minimal	trace-free metric fluctuation	h_0_(13)[P1^3]	249	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	1	1	retained by p_gf	exact
3	250	minimal	trace-free metric fluctuation	h_0_(13)[P0*P3^2]	250	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	1	1	retained by p_gf	exact
3	251	minimal	trace-free metric fluctuation	h_0_(13)[P0*P2*P3]	251	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	1	1	retained by p_gf	exact
3	252	minimal	trace-free metric fluctuation	h_0_(13)[P0*P2^2]	252	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	0	0	retained by p_gf	exact
3	253	minimal	trace-free metric fluctuation	h_0_(13)[P0*P1*P3]	253	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	2	2	retained by p_gf	exact
3	254	minimal	trace-free metric fluctuation	h_0_(13)[P0*P1*P2]	254	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	1	1	retained by p_gf	exact
3	255	minimal	trace-free metric fluctuation	h_0_(13)[P0*P1^2]	255	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	1	1	retained by p_gf	exact
3	256	minimal	trace-free metric fluctuation	h_0_(13)[P0^2*P3]	256	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	1	1	retained by p_gf	exact
3	257	minimal	trace-free metric fluctuation	h_0_(13)[P0^2*P2]	257	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	0	0	retained by p_gf	exact
3	258	minimal	trace-free metric fluctuation	h_0_(13)[P0^2*P1]	258	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	1	1	retained by p_gf	exact
3	259	minimal	trace-free metric fluctuation	h_0_(13)[P0^3]	259	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	0	0	retained by p_gf	exact
3	260	minimal	trace-free metric fluctuation	h_0_(23)[P3^3]	260	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	1	1	retained by p_gf	exact
3	261	minimal	trace-free metric fluctuation	h_0_(23)[P2*P3^2]	261	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	2	2	retained by p_gf	exact
3	262	minimal	trace-free metric fluctuation	h_0_(23)[P2^2*P3]	262	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	2	2	retained by p_gf	exact
3	263	minimal	trace-free metric fluctuation	h_0_(23)[P2^3]	263	0	0	0	3	(1,1) tensor Sym^3(1/2,1/2)	0	3	proven minimal raw chain	minimal master-action rule	B_lin h_0	1	1	retained by p_gf	exact
