energy	raw_row	raw_index	raw_basis_element	bv_variable	field_redefinition	conventional_bv_ghost_number	antifield_number	local_tangent_degree	compact_degree	primary_weight	polynomial_level	so4_content	differential_image	differential_target	image_nnz	equality_certificate
4	G_n	19	c_mu_0[P1^4*P2]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	2	exact
4	G_n	20	c_mu_0[P1^5]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	1	exact
4	G_n	21	c_mu_0[P0*P3^4]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	4	exact
4	G_n	22	c_mu_0[P0*P2*P3^3]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	5	exact
4	G_n	23	c_mu_0[P0*P2^2*P3^2]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	5	exact
4	G_n	24	c_mu_0[P0*P2^3*P3]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	5	exact
4	G_n	25	c_mu_0[P0*P2^4]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	4	exact
4	G_n	26	c_mu_0[P0*P1*P3^3]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	5	exact
4	G_n	27	c_mu_0[P0*P1*P2*P3^2]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	6	exact
4	G_n	28	c_mu_0[P0*P1*P2^2*P3]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	6	exact
4	G_n	29	c_mu_0[P0*P1*P2^3]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	5	exact
4	G_n	30	c_mu_0[P0*P1^2*P3^2]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	5	exact
4	G_n	31	c_mu_0[P0*P1^2*P2*P3]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	6	exact
4	G_n	32	c_mu_0[P0*P1^2*P2^2]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	5	exact
4	G_n	33	c_mu_0[P0*P1^3*P3]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	5	exact
4	G_n	34	c_mu_0[P0*P1^3*P2]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	5	exact
4	G_n	35	c_mu_0[P0*P1^4]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	4	exact
4	G_n	36	c_mu_0[P0^2*P3^3]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	4	exact
4	G_n	37	c_mu_0[P0^2*P2*P3^2]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	5	exact
4	G_n	38	c_mu_0[P0^2*P2^2*P3]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	5	exact
4	G_n	39	c_mu_0[P0^2*P2^3]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	4	exact
4	G_n	40	c_mu_0[P0^2*P1*P3^2]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	5	exact
4	G_n	41	c_mu_0[P0^2*P1*P2*P3]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	6	exact
4	G_n	42	c_mu_0[P0^2*P1*P2^2]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	5	exact
4	G_n	43	c_mu_0[P0^2*P1^2*P3]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	5	exact
4	G_n	44	c_mu_0[P0^2*P1^2*P2]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	5	exact
4	G_n	45	c_mu_0[P0^2*P1^3]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	4	exact
4	G_n	46	c_mu_0[P0^3*P3^2]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	4	exact
4	G_n	47	c_mu_0[P0^3*P2*P3]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	5	exact
4	G_n	48	c_mu_0[P0^3*P2^2]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	4	exact
4	G_n	49	c_mu_0[P0^3*P1*P3]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	5	exact
4	G_n	50	c_mu_0[P0^3*P1*P2]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	5	exact
4	G_n	51	c_mu_0[P0^3*P1^2]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	4	exact
4	G_n	52	c_mu_0[P0^4*P3]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	4	exact
4	G_n	53	c_mu_0[P0^4*P2]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	4	exact
4	G_n	54	c_mu_0[P0^4*P1]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	4	exact
4	G_n	55	c_mu_0[P0^5]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	3	exact
4	G_n	56	c_mu_1[P3^5]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	1	exact
4	G_n	57	c_mu_1[P2*P3^4]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	2	exact
4	G_n	58	c_mu_1[P2^2*P3^3]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	2	exact
4	G_n	59	c_mu_1[P2^3*P3^2]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	2	exact
4	G_n	60	c_mu_1[P2^4*P3]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	2	exact
4	G_n	61	c_mu_1[P2^5]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	1	exact
4	G_n	62	c_mu_1[P1*P3^4]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	4	exact
4	G_n	63	c_mu_1[P1*P2*P3^3]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	5	exact
4	G_n	64	c_mu_1[P1*P2^2*P3^2]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	5	exact
4	G_n	65	c_mu_1[P1*P2^3*P3]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	5	exact
4	G_n	66	c_mu_1[P1*P2^4]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	4	exact
4	G_n	67	c_mu_1[P1^2*P3^3]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	4	exact
4	G_n	68	c_mu_1[P1^2*P2*P3^2]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	5	exact
4	G_n	69	c_mu_1[P1^2*P2^2*P3]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	5	exact
4	G_n	70	c_mu_1[P1^2*P2^3]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	4	exact
4	G_n	71	c_mu_1[P1^3*P3^2]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	4	exact
4	G_n	72	c_mu_1[P1^3*P2*P3]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	5	exact
4	G_n	73	c_mu_1[P1^3*P2^2]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	4	exact
4	G_n	74	c_mu_1[P1^4*P3]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	4	exact
4	G_n	75	c_mu_1[P1^4*P2]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	4	exact
4	G_n	76	c_mu_1[P1^5]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	3	exact
4	G_n	77	c_mu_1[P0*P3^4]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	2	exact
4	G_n	78	c_mu_1[P0*P2*P3^3]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	3	exact
4	G_n	79	c_mu_1[P0*P2^2*P3^2]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	3	exact
4	G_n	80	c_mu_1[P0*P2^3*P3]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	3	exact
4	G_n	81	c_mu_1[P0*P2^4]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	2	exact
4	G_n	82	c_mu_1[P0*P1*P3^3]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	5	exact
4	G_n	83	c_mu_1[P0*P1*P2*P3^2]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	6	exact
4	G_n	84	c_mu_1[P0*P1*P2^2*P3]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	6	exact
4	G_n	85	c_mu_1[P0*P1*P2^3]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	5	exact
4	G_n	86	c_mu_1[P0*P1^2*P3^2]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	5	exact
4	G_n	87	c_mu_1[P0*P1^2*P2*P3]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	6	exact
4	G_n	88	c_mu_1[P0*P1^2*P2^2]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	5	exact
4	G_n	89	c_mu_1[P0*P1^3*P3]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	5	exact
4	G_n	90	c_mu_1[P0*P1^3*P2]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	5	exact
4	G_n	91	c_mu_1[P0*P1^4]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	4	exact
4	G_n	92	c_mu_1[P0^2*P3^3]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	2	exact
4	G_n	93	c_mu_1[P0^2*P2*P3^2]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	3	exact
4	G_n	94	c_mu_1[P0^2*P2^2*P3]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	3	exact
4	G_n	95	c_mu_1[P0^2*P2^3]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	2	exact
4	G_n	96	c_mu_1[P0^2*P1*P3^2]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	5	exact
4	G_n	97	c_mu_1[P0^2*P1*P2*P3]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	6	exact
4	G_n	98	c_mu_1[P0^2*P1*P2^2]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	5	exact
4	G_n	99	c_mu_1[P0^2*P1^2*P3]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	5	exact
4	G_n	100	c_mu_1[P0^2*P1^2*P2]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	5	exact
4	G_n	101	c_mu_1[P0^2*P1^3]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	4	exact
4	G_n	102	c_mu_1[P0^3*P3^2]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	2	exact
4	G_n	103	c_mu_1[P0^3*P2*P3]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	3	exact
4	G_n	104	c_mu_1[P0^3*P2^2]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	2	exact
4	G_n	105	c_mu_1[P0^3*P1*P3]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	5	exact
4	G_n	106	c_mu_1[P0^3*P1*P2]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	5	exact
4	G_n	107	c_mu_1[P0^3*P1^2]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	4	exact
4	G_n	108	c_mu_1[P0^4*P3]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	2	exact
4	G_n	109	c_mu_1[P0^4*P2]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	2	exact
4	G_n	110	c_mu_1[P0^4*P1]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	4	exact
4	G_n	111	c_mu_1[P0^5]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	1	exact
4	G_n	112	c_mu_2[P3^5]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	1	exact
4	G_n	113	c_mu_2[P2*P3^4]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	4	exact
4	G_n	114	c_mu_2[P2^2*P3^3]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	4	exact
4	G_n	115	c_mu_2[P2^3*P3^2]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	4	exact
4	G_n	116	c_mu_2[P2^4*P3]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	4	exact
4	G_n	117	c_mu_2[P2^5]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	3	exact
4	G_n	118	c_mu_2[P1*P3^4]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	2	exact
4	G_n	119	c_mu_2[P1*P2*P3^3]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	5	exact
4	G_n	120	c_mu_2[P1*P2^2*P3^2]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	5	exact
4	G_n	121	c_mu_2[P1*P2^3*P3]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	5	exact
4	G_n	122	c_mu_2[P1*P2^4]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	4	exact
4	G_n	123	c_mu_2[P1^2*P3^3]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	2	exact
4	G_n	124	c_mu_2[P1^2*P2*P3^2]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	5	exact
4	G_n	125	c_mu_2[P1^2*P2^2*P3]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	5	exact
4	G_n	126	c_mu_2[P1^2*P2^3]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	4	exact
4	G_n	127	c_mu_2[P1^3*P3^2]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	2	exact
4	G_n	128	c_mu_2[P1^3*P2*P3]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	5	exact
4	G_n	129	c_mu_2[P1^3*P2^2]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	4	exact
4	G_n	130	c_mu_2[P1^4*P3]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	2	exact
4	G_n	131	c_mu_2[P1^4*P2]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	4	exact
4	G_n	132	c_mu_2[P1^5]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	1	exact
4	G_n	133	c_mu_2[P0*P3^4]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	2	exact
4	G_n	134	c_mu_2[P0*P2*P3^3]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	5	exact
4	G_n	135	c_mu_2[P0*P2^2*P3^2]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	5	exact
4	G_n	136	c_mu_2[P0*P2^3*P3]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	5	exact
4	G_n	137	c_mu_2[P0*P2^4]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	4	exact
4	G_n	138	c_mu_2[P0*P1*P3^3]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	3	exact
4	G_n	139	c_mu_2[P0*P1*P2*P3^2]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	6	exact
4	G_n	140	c_mu_2[P0*P1*P2^2*P3]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	6	exact
4	G_n	141	c_mu_2[P0*P1*P2^3]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	5	exact
4	G_n	142	c_mu_2[P0*P1^2*P3^2]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	3	exact
4	G_n	143	c_mu_2[P0*P1^2*P2*P3]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	6	exact
4	G_n	144	c_mu_2[P0*P1^2*P2^2]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	5	exact
4	G_n	145	c_mu_2[P0*P1^3*P3]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	3	exact
4	G_n	146	c_mu_2[P0*P1^3*P2]	diffeomorphism ghost c_mu	c_raw=c	1	0	-1	4	-1	5	(1/2,1/2) tensor Sym^5(1/2,1/2)	K_0 c	M_n:h_0	5	exact
